,License Number,License Type,Name of Program,AddressLine1,AddressLine2,AddressLine3,City,State,Zip,County,Phone,License Status,License Holder,Capacity,Type Of License,Restrictions,Services,Licensing Authority,Initial Effective Date,Current Effective Date,Expiration Date,License Holder Lives Onsite,Unnamed: 22,full_address,location,latitude,longitude,weight
57,1044123,Child Care Center,American Montessori,14401 Pilot knob Rd,,,Apple Valley,MN,55124,Dakota,(952) 736-1004,Active,"American Montessori, Inc.",20 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,01/16/2007,01/01/2023,12/31/2023,   ,,14401 Pilot knob Rd Apple Valley MN 55124,"14401 Pilot Knob Rd, Apple Valley, MN 55124, USA",44.7396459,-93.1782932,
58,830418,Child Care Center,"American Montessori, Inc. (The)",13973 W Preserve Blvd,,,Burnsville,MN,55337,Dakota,(952) 736-1004,Active,"American Montessori, Inc.",57 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,10/02/1997,03/14/2023,12/31/2023,   ,,13973 W Preserve Blvd Burnsville MN 55337,"13973 W Preserve Blvd, Burnsville, MN 55337, USA",44.7487606,-93.32143909999999,
59,1098076,Child Care Center,Anders Early Learning Center,309 10TH ST S,,,Cleveland,MN,56017,Le Sueur,(507) 931-0077,Active,Anders Early Learning Center,72 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,06/18/2019,01/01/2023,12/31/2023,   ,,309 10TH ST S Cleveland MN 56017,"10th St S, Cleveland, MN 56017, USA",44.317612,-93.8287726,
60,800081,Child Care Center,Anew Dimension Child Enrichment Center,1819 MINNEHAHA AVE,,,Minneapolis,MN,55404,Hennepin,(612) 339-2333,Active,Anew Dimension Child Enrichment Center,89 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,04/06/1987,01/01/2023,12/31/2023,   ,,1819 MINNEHAHA AVE Minneapolis MN 55404,"1819 Minnehaha Ave, Minneapolis, MN 55404, USA",44.964563,-93.2461222,
61,1082864,Child Care Center,Angels Fun Area LLC,2800 1st Ave S,,,Minneapolis,MN,55408,Hennepin,(612) 886-3759,Active,Angels Fun Area LLC,84 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,01/12/2017,01/01/2023,12/31/2023,   ,,2800 1st Ave S Minneapolis MN 55408,"2800 1st Ave S, Minneapolis, MN 55408, USA",44.95174369999999,-93.27683309999999,
62,1066707,Child Care Center,Angels Learning Center,7624 Brooklyn Blvd,,,Brooklyn Park,MN,55443,Hennepin,(763) 300-2544,Active,Angels Learning Center LLC,90 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,10/14/2013,01/01/2023,12/31/2023,   ,,7624 Brooklyn Blvd Brooklyn Park MN 55443,"7624 Brooklyn Blvd, Minneapolis, MN 55443, USA",45.09393559999999,-93.3542633,
63,1079345,Child Care Center,Angie's Learning Center,617 E MAIN ST,,,Belle Plaine,MN,56011,Scott,(952) 873-3951,Active,Angie's Infant and Toddler Daycare LLC,136,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,01/15/2016,01/01/2023,12/31/2023,   ,,617 E MAIN ST Belle Plaine MN 56011,"617 E Main St, Belle Plaine, MN 56011, USA",44.6226478,-93.7598172,
64,1080548,Child Care Center,Anna's Bananas Daycare & Preschool,10487 165th St W,,,Lakeville,MN,55044,Dakota,(952) 236-0237,Active,Anna's Bananas Day Care Inc. ,129,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,08/15/2016,01/01/2023,12/31/2023,   ,,10487 165th St W Lakeville MN 55044,"10487 165th St W, Lakeville, MN 55044, USA",44.7107936,-93.2767138,
65,1075534,Child Care Center,Anna's Bananas Daycare & Preschool,12004 County Rd 11,,,Burnsville,MN,55337,Dakota,(952) 707-1814,Active,Anna's Bananas Day Care Inc. ,40 ,Service: Day time child care Ages Served: Infants     Toddlers       ,None,Child Care Center,Minnesota Department of Human Services,11/10/2015,01/01/2023,12/31/2023,   ,,12004 County Rd 11 Burnsville MN 55337,"12004 Co Rd 11, Burnsville, MN 55337, USA",44.7862589,-93.24870059999999,
66,1077930,Child Care Center,Anna's Bananas Daycare & Preschool Inc,6700 160th St W,,,Lakeville,MN,55068,Dakota,(952) 683-9200,Active,Anna's Bananas Day Care Inc. ,99 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,06/01/2015,01/30/2023,12/31/2023,   ,,6700 160th St W Lakeville MN 55068,"6700 160th St W, Rosemount, MN 55068, USA",44.71692289906963,-93.2040548138336,
67,1041366,Child Care Center,Anna's Bananas Daycare & Preschool Inc,12018 Co Rd 11,,,Burnsville,MN,55337,Dakota,(952) 707-1814,Active,Anna's Bananas Day Care Inc. ,111,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,05/19/2006,01/01/2023,12/31/2023,   ,,12018 Co Rd 11 Burnsville MN 55337,"12018 Co Rd 11, Burnsville, MN 55337, USA",44.786216,-93.2493664,
68,1053790,Child Care Center,Anna's Bananas Daycare & Preschool Inc,7765 147th St,,,Apple Valley,MN,55124,Dakota,(952) 431-7998,Active,Anna's Bananas Day Care Inc. ,118,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,01/04/2010,01/01/2023,12/31/2023,   ,,7765 147th St Apple Valley MN 55124,"7765 147th St W, Apple Valley, MN 55124, USA",44.7355938,-93.22467530000002,
69,1064366,Child Care Center,Anna's Bananas Daycare and Preschool,516 5TH ST W,,,Northfield,MN,55057,Rice,(507) 645-5050,Active,Anna's Bananas Day Care Inc. ,91 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,03/04/2013,01/01/2023,12/31/2023,   ,,516 5TH ST W Northfield MN 55057,"516 5th St W, Northfield, MN 55057, USA",44.4555744,-93.1675727,
70,1003090,Child Care Center,Anna's Bananas Daycare and Preschool Inc,21220 Chippendale Ave,,,Farmington,MN,55024,Dakota,(651) 460-8488,Active,Anna's Bananas Day Care Inc. ,220,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,01/01/2000,01/01/2023,12/31/2023,   ,,21220 Chippendale Ave Farmington MN 55024,"21220 Chippendale Ave, Farmington, MN 55024, USA",44.642759,-93.136893,
71,1046878,Child Care Center,Annies Childcare & Learning Center,9630 Ostrowski Way,,,Brainerd,MN,56401,Crow Wing,(218) 829-9228,Active,Joann Ostrowski,63 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,09/04/2007,01/01/2023,12/31/2023,   ,,9630 Ostrowski Way Brainerd MN 56401,"9630 Ostrowski Way, Brainerd, MN 56401, USA",46.2967269,-94.25867649999999,
72,1066782,Child Care Center,Annies Childcare & Learning Center,501 W College Dr,,,Brainerd,MN,56401,Crow Wing,(218) 855-8274,Active,Joann Ostrowski,78 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,11/11/2013,01/01/2023,12/31/2023,   ,,501 W College Dr Brainerd MN 56401,"501 W College Dr, Brainerd, MN 56401, USA",46.345808,-94.21558499999999,
73,1053178,Child Care Center,Apple Academy Learning Center LLC,1845 Main Street,,,Centerville,MN,55038,Anoka,(651) 762-8911,Active,Apple Academy Learning Center - Wyoming LLC,123,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,01/28/2009,01/01/2023,12/31/2023,   ,,1845 Main Street Centerville MN 55038,"1845 Main St, Centerville, MN 55038, USA",45.1643408,-93.0490772,
74,1074885,Child Care Center,Apple Academy Learning Center LLC Wyoming,26427 Forest Blvd ,,,Wyoming,MN,55092,Chisago,(651) 462-8772,Active,Apple Academy Learning Center - Wyoming LLC,98 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,01/26/2015,01/01/2023,12/31/2023,   ,,26427 Forest Blvd  Wyoming MN 55092,"26427 Forest Blvd N, Wyoming, MN 55092, USA",45.3316885,-92.9971724,
75,1087704,Child Care Center,Apple Child Care Center Inc,3110 EMERSON AVE N,,,Minneapolis,MN,55411,Hennepin,(612) 395-5215,Active,Apple Child Care Center Inc,82 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,11/27/2017,01/01/2023,12/31/2023,   ,,3110 EMERSON AVE N Minneapolis MN 55411,"3110 Emerson Ave N, Minneapolis, MN 55411, USA",45.0125188,-93.29403359999999,
76,830687,Child Care Center,Apple Lane Community Child Care Center,1900 8th Ave NW,,,Austin,MN,55912,Mower,(507) 433-0070,Active,Apple Lane Community Child Care Center-Riverland,198,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,04/01/1998,01/01/2023,12/31/2023,   ,,1900 8th Ave NW Austin MN 55912,"1900 8th Ave NW, Austin, MN 55912, USA",43.6763913,-93.0012328,
77,800103,Child Care Center,Apple Tree Learning Center,409 1st St N, ,,Virginia,MN,55792,St. Louis,(218) 741-7441,Active,Iron Range Learning and Development Center,127,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,04/15/1982,01/01/2023,12/31/2023,   ,,409 1st St N Virginia MN 55792,"409 1st St N, Virginia, MN 55792, USA",47.5246293,-92.53731789999999,
78,1036683,Child Care Center,Apple Valley Head Start,311 150th St W,,,Apple Valley,MN,55124,Dakota,(952) 953-2300,Active,Scott-Carver-Dakota Cap Agency Inc.,20 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,09/12/2005,01/01/2023,12/31/2023,   ,,311 150th St W Apple Valley MN 55124,"311 150th St W, Apple Valley, MN 55124, USA",44.7323427,-93.2447555,
79,1005117,Child Care Center,"Appleseed Montessori School & Child Care Center, Inc.",6601 Bloomington Ave S,,,Richfield,MN,55423,Hennepin,(612) 866-0038,Active,"Appleseed Montessori School & Child Care Center, Inc.",103,Service: Day time child care Ages Served: Infants     Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,07/05/2000,01/01/2023,12/31/2023,   ,,6601 Bloomington Ave S Richfield MN 55423,"6601 Bloomington Ave S, Minneapolis, MN 55423, USA",44.8829905,-93.2525033,
80,1077407,Child Care Center,Appletime Inc,21051 John Milless Dr,,,Rogers,MN,55374,Hennepin,(763) 428-8462,Active,"Appletime Child Care, Inc.",115,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,01/01/2016,01/01/2023,12/31/2023,   ,,21051 John Milless Dr Rogers MN 55374,"21051 John Milless Dr, Rogers, MN 55374, USA",45.189559,-93.5483964,
81,1110613,Child Care Center,Appleton Head Start,349 S EDQUIST ST,,,Appleton,MN,56208,Swift,(320) 598-3118,Active,"Prairie Five Community Action Council, Incorporated",60 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,01/01/2023,01/01/2023,12/31/2023,   ,,349 S EDQUIST ST Appleton MN 56208,"349 S Edquist St, Appleton, MN 56208, USA",45.1966505,-96.0132802,
82,1033610,Child Care Center,Ark of Angels Montessori Preschool,213 Willard St East,,,Stillwater,MN,55082,Washington,(651) 379-1269,Active,St. Croix Catholic School,30 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,09/06/2005,01/01/2023,12/31/2023,   ,,213 Willard St East Stillwater MN 55082,"213 Willard St E, Stillwater, MN 55082, USA",45.0497127,-92.80464950000001,
83,1107052,Child Care Center,ARTA Child Care Inc,3401 CHICAGO AVE,,,Minneapolis,MN,55407,Hennepin,(612) 886-2223,Active,ARTA Child Care Inc,33 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,01/01/2022,01/01/2023,12/31/2023,   ,,3401 CHICAGO AVE Minneapolis MN 55407,"3401 Chicago Ave, Minneapolis, MN 55407, USA",44.9412051,-93.2623113,
84,1116684,Child Care Center,Ascension Catholic School,1726 DUPONT AVE N,,,Minneapolis,MN,55411,Hennepin,(612) 436-0219,Active,"Church of the Ascension of Minneapolis, Minnesota (The)",20 ,Service: Day time child care Ages Served: Preschool       ,"Per State Fire Marshal, facility does not meet requirements but may be temporarily occupied until 3/19/2023",Child Care Center,Minnesota Department of Human Services,02/21/2023,02/21/2023,12/31/2023,   ,,1726 DUPONT AVE N Minneapolis MN 55411,"1726 Dupont Ave N, Minneapolis, MN 55411, USA",44.99721479999999,-93.292312,
85,1009422,Child Care Center,Ascension Lutheran Preschool,15870 46th Ave N,,,Plymouth,MN,55446,Hennepin,(763) 559-0579,Active,Ascension Lutheran Preschool,40 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,09/05/2001,01/01/2023,12/31/2023,   ,,15870 46th Ave N Plymouth MN 55446,"15870 46th Ave N, Plymouth, MN 55446, USA",45.0390509,-93.48124159999999,
86,800130,Child Care Center,Associated Preschool,800 Havana Rd, ,,Owatonna,MN,55060,Steele,(507) 451-0041,Active,Associated Preschool,24 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,10/01/1963,01/01/2023,12/31/2023,   ,,800 Havana Rd Owatonna MN 55060,"800 Havana Rd, Owatonna, MN 55060, USA",44.07403499999999,-93.20927660000001,
87,830844,Child Care Center,Athlos Head Start,3701 33RD ST S RM 200,,,Saint Cloud,MN,56301,Stearns,(320) 281-4430,Active,Reach Up Inc,17 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,09/04/1998,01/01/2023,12/31/2023,   ,,3701 33RD ST S RM 200 Saint Cloud MN 56301,"3701 33rd St S RM 200, St Cloud, MN 56301, USA",45.5161148,-94.2037375,
88,1008457,Child Care Center,Atrebla Early Learning Center,2101 E 35th St, , ,Minneapolis,MN,55407,Hennepin,(612) 724-0788,Active,"Atrebla Early Learning Center, Inc.",53 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       Service: Night time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,02/16/2001,01/01/2023,12/31/2023,   ,,2101 E 35th St Minneapolis MN 55407,"2101 E 35th St, Minneapolis, MN 55407, USA",44.9393013,-93.2418314,
89,1081337,Child Care Center,Aubrey Della Early Childhood Family Development Center,6415 Brooklyn Blvd,,,Brooklyn Center,MN,55429,Hennepin,(763) 535-7422,Active,"Parents in Community Action, Inc.",84 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,06/21/2016,01/01/2023,12/31/2023,   ,,6415 Brooklyn Blvd Brooklyn Center MN 55429,"6415 Brooklyn Blvd, Minneapolis, MN 55429, USA",45.0711964,-93.3297958,
90,1055397,Child Care Center,Augsburg Park Montessori School Ltd,7121 Bloomington Ave S,,,Richfield,MN,55423,Hennepin,(612) 869-8155,Active,Augsburg Park Montessori School Ltd,24 ,Service: Day time child care Ages Served: Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,09/01/2009,01/01/2023,12/31/2023,   ,,7121 Bloomington Ave S Richfield MN 55423,"7121 Bloomington Ave S, Richfield, MN 55423, USA",44.87386559999999,-93.2525963,
91,1100425,Child Care Center,Auntys Child Care Center,4801 COOKE ST,,,Duluth,MN,55804,St. Louis,(218) 522-4512,Active,Aunty's Child Care LLC,64 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,09/26/2019,01/01/2023,12/31/2023,   ,,4801 COOKE ST Duluth MN 55804,"4801 Cooke St, Duluth, MN 55804, USA",46.8315716,-92.0271461,
92,1105821,Child Care Center,"Aurora Academy, Inc.",1048 AURORA AVE,,,Saint Paul,MN,55104,Ramsey,(651) 348-2684,Active,Aurora Academy Inc.,108,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,11/30/2020,01/01/2023,12/31/2023,   ,,1048 AURORA AVE Saint Paul MN 55104,"1048 Aurora Ave, St Paul, MN 55104, USA",44.9545932,-93.14469810000001,
93,1085776,Child Care Center,Ayah Child Care Center Inc,508 40th Ave NE,,,Columbia Heights,MN,55421,Anoka,(763) 710-5050,Active,Ayah Child Care Center Inc,25 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool       ,Per City: Total capacity of license numbers 1086727 and 1085776 cannot exceed 41 children and at least 75 square feet of outsi; Per Fire: The room with no ext. exit door is app. only for children at least 2 1/2 yrs old ,Child Care Center,Minnesota Department of Human Services,02/20/2018,01/01/2023,12/31/2023,   ,,508 40th Ave NE Columbia Heights MN 55421,"508 40th Ave NE, Minneapolis, MN 55421, USA",45.0407326,-93.25941569999999,
