,License Number,License Type,Name of Program,AddressLine1,AddressLine2,AddressLine3,City,State,Zip,County,Phone,License Status,License Holder,Capacity,Type Of License,Restrictions,Services,Licensing Authority,Initial Effective Date,Current Effective Date,Expiration Date,License Holder Lives Onsite,Unnamed: 22
78,1036683,Child Care Center,Apple Valley Head Start,311 150th St W,,,Apple Valley,MN,55124     ,Dakota,(952) 953-2300,Active,Scott-Carver-Dakota Cap Agency Inc.,20 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,09/12/2005,01/01/2023,12/31/2023,   ,
79,1005117,Child Care Center,"Appleseed Montessori School & Child Care Center, Inc.",6601 Bloomington Ave S,,,Richfield,MN,55423     ,Hennepin,(612) 866-0038,Active,"Appleseed Montessori School & Child Care Center, Inc.",103,Service: Day time child care Ages Served: Infants     Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,07/05/2000,01/01/2023,12/31/2023,   ,
80,1077407,Child Care Center,Appletime Inc,21051 John Milless Dr,,,Rogers,MN,55374     ,Hennepin,(763) 428-8462,Active,"Appletime Child Care, Inc.",115,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,01/01/2016,01/01/2023,12/31/2023,   ,
81,1110613,Child Care Center,Appleton Head Start,349 S EDQUIST ST,,,Appleton,MN,56208-1552,Swift,(320) 598-3118,Active,"Prairie Five Community Action Council, Incorporated",60 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,01/01/2023,01/01/2023,12/31/2023,   ,
82,1033610,Child Care Center,Ark of Angels Montessori Preschool,213 Willard St East,,,Stillwater,MN,55082     ,Washington,(651) 379-1269,Active,St. Croix Catholic School,30 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,09/06/2005,01/01/2023,12/31/2023,   ,
83,1107052,Child Care Center,ARTA Child Care Inc,3401 CHICAGO AVE,,,Minneapolis,MN,55407-2393,Hennepin,(612) 886-2223,Active,ARTA Child Care Inc,33 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,01/01/2022,01/01/2023,12/31/2023,   ,
84,1116684,Child Care Center,Ascension Catholic School,1726 DUPONT AVE N,,,Minneapolis,MN,55411-3219,Hennepin,(612) 436-0219,Active,"Church of the Ascension of Minneapolis, Minnesota (The)",20 ,Service: Day time child care Ages Served: Preschool       ,"Per State Fire Marshal, facility does not meet requirements but may be temporarily occupied until 3/19/2023",Child Care Center,Minnesota Department of Human Services,02/21/2023,02/21/2023,12/31/2023,   ,
85,1009422,Child Care Center,Ascension Lutheran Preschool,15870 46th Ave N,,,Plymouth,MN,55446     ,Hennepin,(763) 559-0579,Active,Ascension Lutheran Preschool,40 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,09/05/2001,01/01/2023,12/31/2023,   ,
86,800130,Child Care Center,Associated Preschool,800 Havana Rd, ,,Owatonna,MN,55060     ,Steele,(507) 451-0041,Active,Associated Preschool,24 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,10/01/1963,01/01/2023,12/31/2023,   ,
87,830844,Child Care Center,Athlos Head Start,3701 33RD ST S RM 200,,,Saint Cloud,MN,56301-2600,Stearns,(320) 281-4430,Active,Reach Up Inc,17 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,09/04/1998,01/01/2023,12/31/2023,   ,
88,1008457,Child Care Center,Atrebla Early Learning Center,2101 E 35th St, , ,Minneapolis,MN,55407-2444,Hennepin,(612) 724-0788,Active,"Atrebla Early Learning Center, Inc.",53 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       Service: Night time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,02/16/2001,01/01/2023,12/31/2023,   ,
89,1081337,Child Care Center,Aubrey Della Early Childhood Family Development Center,6415 Brooklyn Blvd,,,Brooklyn Center,MN,55429     ,Hennepin,(763) 535-7422,Active,"Parents in Community Action, Inc.",84 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,06/21/2016,01/01/2023,12/31/2023,   ,
90,1055397,Child Care Center,Augsburg Park Montessori School Ltd,7121 Bloomington Ave S,,,Richfield,MN,55423     ,Hennepin,(612) 869-8155,Active,Augsburg Park Montessori School Ltd,24 ,Service: Day time child care Ages Served: Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,09/01/2009,01/01/2023,12/31/2023,   ,
91,1100425,Child Care Center,Auntys Child Care Center,4801 COOKE ST,,,Duluth,MN,55804-2461,St. Louis,(218) 522-4512,Active,Aunty's Child Care LLC,64 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,09/26/2019,01/01/2023,12/31/2023,   ,
92,1105821,Child Care Center,"Aurora Academy, Inc.",1048 AURORA AVE,,,Saint Paul,MN,55104-4714,Ramsey,(651) 348-2684,Active,Aurora Academy Inc.,108,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,11/30/2020,01/01/2023,12/31/2023,   ,
93,1085776,Child Care Center,Ayah Child Care Center Inc,508 40th Ave NE,,,Columbia Heights,MN,55421     ,Anoka,(763) 710-5050,Active,Ayah Child Care Center Inc,25 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool       ,Per City: Total capacity of license numbers 1086727 and 1085776 cannot exceed 41 children and at least 75 square feet of outsi; Per Fire: The room with no ext. exit door is app. only for children at least 2 1/2 yrs old ,Child Care Center,Minnesota Department of Human Services,02/20/2018,01/01/2023,12/31/2023,   ,
95,1084538,Child Care Center,Ayeeyo Childcare Center Inc,1837 E Lake St,,,Minneapolis,MN,55407     ,Hennepin,(612) 208-1937,Active,Ayeeyo Childcare Center Inc,27 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,06/29/2017,01/01/2023,12/31/2023,   ,
96,1009585,Child Care Center,Babbitt Head Start 2142 Combination,"30 S Drive Room E 112, 113",,,Babbitt,MN,55706     ,St. Louis,(218) 827-3101,Active,"Arrowhead Economic Opportunity Agency, Inc.",20 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,09/27/2000,01/01/2023,12/31/2023,   ,
97,1044125,Child Care Center,Babys Space,2438 18th Ave S,,,Minneapolis,MN,55404     ,Hennepin,(612) 729-5171,Active,Baby's Space,123,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,11/01/2006,01/01/2023,12/31/2023,   ,
98,1005570,Child Care Center,Backus Central Cass Head Start & Early Head Start,320 1st Ave E,,,Backus,MN,56435     ,Cass,(218) 947-4813,Active,"Bi-County Community Action Programs, Inc.",34 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,04/10/2000,01/01/2023,12/31/2023,   ,
99,810959,Child Care Center,Bagley Head Start,15 CLEARWATER AVE NW,,,Bagley,MN,56621-0000,Clearwater,(218) 694-7000,Active,Inter County Community Council,20 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,03/10/1997,01/01/2023,12/31/2023,   ,
100,800157,Child Care Center,Barnesville Child Day Care Center,405 2ND ST SE,,,Barnesville,MN,56514-3608,Clay,(218) 354-7542,Active,Barnesville Child Day Care Center,62 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,11/03/1975,01/01/2023,12/31/2023,   ,
101,1006478,Child Care Center,Bassett Creek Montessori and Daycare Center,6250 WAYZATA BLVD,,,Golden Valley,MN,55416-1210,Hennepin,(952) 525-1500,Active,Rohan & Helen De Alwis,38 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,09/11/2000,01/01/2023,12/31/2023,   ,
102,810840,Child Care Center,Battle Creek Head Start,2181 Suburban Ave, ,,Saint Paul,MN,55119     ,Ramsey,(651) 730-1663,Active,Community Action Partnership of Ramsey and Washington Counties,104,Service: Day time child care Ages Served: Infants     Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,10/21/1996,01/01/2023,12/31/2023,   ,
104,1000966,Child Care Center,Beautiful Savior Child Development Center,5005 NORTHWEST BLVD,,,Plymouth,MN,55442-3504,Hennepin,(763) 235-7626,Active,Beautiful Savior Lutheran Church of Plymouth,102,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,09/13/1999,01/01/2023,12/31/2023,   ,
105,1014830,Child Care Center,Becks Montessori Accelerated Learning Center,4194 Pilot Knob Road,,,Eagan,MN,55123     ,Dakota,(651) 686-7984,Active,"Minnesota Montessori Accelerated Learning Center, Inc.",121,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,02/19/2002,01/01/2023,12/31/2023,   ,
106,1080698,Child Care Center,BEGIN Program at St Marys,311 Colorado Ave,,,Morris,MN,56267     ,Stevens,(320) 589-1704,Active,St Marys School,20 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,09/06/2016,01/01/2023,12/31/2023,   ,
107,1062585,Child Care Center,Belle Plaine LLC Memories & Milestones Academy,900 E South St,,,Belle Plaine,MN,56011     ,Scott,(952) 873-3331,Active,Belle Plaine LLC Memories & Milestones Academy,62 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,06/11/2012,01/01/2023,12/31/2023,   ,
108,800179,Child Care Center,Bemidji Head Start,1601 CONIFER AVE NW,,,Bemidji,MN,56601     ,Beltrami,(218) 751-4631,Active,"Bi-County Community Action Programs, Inc.",130,Service: Day time child care Ages Served: Infants     Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,04/08/1970,01/01/2023,12/31/2023,   ,
109,1110615,Child Care Center,Benson Head Start,1800 NEVADA AVE,,,Benson,MN,56215-1023,Swift,(320) 598-3118,Active,"Prairie Five Community Action Council, Incorporated",20 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,01/01/2023,01/01/2023,12/31/2023,   ,
110,1065673,Child Care Center,Berea Lutheran Preschool,9308 Rich Valley Blvd,,,Inver Grove Heights,MN,55077     ,Dakota,(651) 994-1074,Active,Berea Evangelical Lutheran Church,12 ,Service: Day time child care Ages Served: Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,08/06/2013,01/01/2023,12/31/2023,   ,
111,800184,Child Care Center,Berean Education Center DBA Berean Preschool,309 COUNTY ROAD 42 E,,,Burnsville,MN,55306-4522,Dakota,(952) 223-1814,Active,Berean Education Center,101,Service: Day time child care Ages Served: Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,08/01/1981,01/01/2023,12/31/2023,   ,
112,830852,Child Care Center,Bernie's Montessori School Inc,1100 E 66TH ST,,,Richfield,MN,55423-2638,Hennepin,,Active,"Bernie's Montessori School, Inc.",84 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,10/12/1998,01/01/2023,12/31/2023,   ,
113,1098741,Child Care Center,Berry Patch East (The),5300 FRANCE AVE S,,,Edina,MN,55410-2020,Hennepin,(952) 836-1577,Active,"Normandy Trail, LLC",134,Service: Day time child care Ages Served: Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,02/05/2020,01/01/2023,12/31/2023,   ,
114,1098740,Child Care Center,Berry Patch West (The),6200 COLONIAL WAY,,,Edina,MN,55436-1910,Hennepin,(952) 836-1577,Active,"Normandy Trail, LLC",84 ,Service: Day time child care Ages Served: Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,02/20/2020,01/01/2023,12/31/2023,   ,
115,800186,Child Care Center,Bertha Head Start/Bertha Family Center,310 Central Ave South,Po B 8,,Bertha,MN,56437     ,Todd,(218) 924-3277,Active,Tri County Community Action Partnership Inc,20 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,10/01/1984,01/01/2023,12/31/2023,   ,
116,1028873,Child Care Center,Bet Shalom Yeladim Preschool,13613 Orchard Rd,,,Minnetonka,MN,55305     ,Hennepin,(952) 933-8525,Active,Bet Shalom Congregation,76 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,09/03/2004,01/01/2023,12/31/2023,   ,
117,1066499,Child Care Center,Bethel Child Care Center,5232 Irvine Ave NW,,,Bemidji,MN,56601     ,Beltrami,(218) 444-4746,Active,Bethel Lutheran Church,62 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,11/18/2013,01/01/2023,12/31/2023,   ,
118,1036264,Child Care Center,Bethesda All Stars c/o Bethesda Lutheran Church,401 40th Ave S,,,Moorhead,MN,56560     ,Clay,(701) 212-6637,Active,Bethesda All Stars c/o Bethesda Lutheran Church,43 ,Service: Day time child care Ages Served: Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,01/01/2006,01/01/2023,12/31/2023,   ,
119,800194,Child Care Center,Bethlehem Child Care Center,3141 43rd Ave S, ,,Minneapolis,MN,55406-2248,Hennepin,(612) 721-2290,Active,Bethlehem Evangelical Covenant Church,86 ,Service: Day time child care Ages Served: Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,10/27/1982,01/01/2023,12/31/2023,   ,
120,809985,Child Care Center,Bethlehem Lutheran Early Childhood Center,4310 Cty Rd 137,,,Saint Cloud,MN,56301     ,Stearns,(320) 251-6775,Active,Bethlehem Lutheran Church,80 ,Service: Day time child care Ages Served: Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,02/09/1996,01/01/2023,12/31/2023,   ,
121,1109771,Child Care Center,Big Adventures Academy,8019 146TH AVE NW STE 105,,,Ramsey,MN,55303-0000,Anoka,(763) 327-6667,Active,Big Adventures Academy LLC,96 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,10/25/2021,01/01/2023,12/31/2023,   ,
122,1114420,Child Care Center,Big Adventures Child Care Center,15079 22ND AVE NE,,,Little Falls,MN,56345-4199,Morrison,(320) 616-7076,Active,Big Adventures Child Care Center LLC,66 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,09/05/2022,01/01/2023,12/31/2023,   ,
123,1083745,Child Care Center,Big Woods Child Care Center,305 13th St S,,,Delano,MN,55328     ,Wright,(763) 972-2176,Active,Big Woods Child Care Center Inc,151,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,01/27/2017,01/01/2023,12/31/2023,   ,
